Wine,Alcohol,Malic.acid,Ash,Acl,Mg,Phenols,Flavanoids,Nonflavanoid.phenols,Proanth,Color.int,Hue,OD,Proline
2,12.34,2.45,2.24,18.0,88,2.85,2.99,0.39,2.91,2.3,0.9,3.39,672
2,12.29,1.41,2.73,28.5,139,2.2,2.53,0.4,3.28,2.08,1.36,2.3,750
3,13.08,3.3,2.15,18.5,112,1.59,0.96,0.43,0.94,5.28,0.75,1.58,685
2,12.37,1.07,2.42,22.5,84,3.52,2.89,0.13,1.95,3.25,1.19,3.13,886
2,12.22,1.73,2.2,20.4,103,1.1,1.02,0.37,1.46,2.06,0.906,2.06,870
2,12.42,2.55,2.0,20.5,86,2.85,2.99,0.39,2.91,5.3,0.96,3.64,672
2,12.37,1.13,2.22,20.4,99,3.5,2.89,0.24,1.95,2.06,0.99,2.87,420
3,12.85,4.12,2.38,20.0,92,1.7,0.83,0.5,1.14,7.65,0.78,1.75,580
2,11.79,2.13,2.39,18.0,96,2.6,2.65,0.21,1.35,3.25,0.86,2.78,290
2,12.29,1.61,2.32,22.5,90,1.68,1.84,0.37,1.56,2.8,1.0,2.44,428
2,12.42,2.55,1.7,17.5,94,1.72,1.32,0.28,1.03,3.8,0.96,2.52,415
3,13.73,2.31,2.54,20.0,107,1.83,0.56,0.27,0.64,4.92,1.27,1.82,560
2,13.11,0.9,2.24,17.0,101,2.2,2.03,0.63,1.05,3.4,1.25,2.44,630
1,13.83,1.89,2.68,19.4,101,3.25,2.79,0.33,2.04,7.5,1.23,3.0,1515
2,11.81,2.12,2.3,18.0,98,2.6,2.65,0.24,1.87,2.4,1.06,3.59,510
3,12.58,3.59,2.36,21.0,88,2.3,0.8,0.58,0.84,7.65,0.64,1.74,880
1,13.82,1.75,2.6,16.1,94,2.6,2.33,0.17,1.36,5.6,1.13,3.47,1285
3,13.16,2.56,2.37,21.5,106,1.8,0.7,0.53,0.97,7.65,0.54,1.55,740
2,12.6,1.34,1.75,19.5,78,2.11,1.92,0.26,1.04,3.4,0.95,3.57,710
2,12.37,1.07,2.39,24.5,101,3.52,2.58,0.4,1.87,2.08,1.31,2.96,420
2,12.22,1.29,2.19,21.0,88,2.56,2.29,0.26,1.77,2.76,1.12,3.47,380
1,13.07,1.77,2.04,15.5,107,2.65,2.76,0.28,2.03,3.7,1.04,3.4,1020
3,12.84,3.57,2.3,19.5,88,1.48,0.66,0.4,0.97,9.58,0.72,1.27,750
2,13.05,0.9,2.58,18.0,94,2.53,2.5,0.37,1.04,3.74,1.12,2.78,630
1,13.56,1.73,2.41,20.5,100,2.7,2.98,0.26,1.76,4.5,1.25,2.87,770
1,13.64,1.66,2.7,19.5,132,2.6,2.76,0.5,1.97,4.2,1.25,3.5,735
1,13.39,1.77,2.61,17.2,93,2.72,3.54,0.31,1.66,5.7,1.19,3.0,1285
3,12.96,2.51,2.4,20.0,112,1.15,1.36,0.24,1.56,7.1,0.59,1.3,392
1,14.19,1.68,2.48,18.0,127,2.6,2.51,0.5,1.36,5.0,1.45,3.13,1095
1,13.48,1.81,2.61,20.0,96,2.45,2.69,0.28,1.97,3.52,1.12,3.08,845
3,13.27,3.83,2.48,22.0,104,1.5,0.75,0.43,1.41,7.6,0.6,1.71,750
2,12.37,1.13,2.19,19.0,99,2.5,2.04,0.25,0.73,2.95,1.16,3.13,345
2,12.29,2.83,2.32,22.5,85,1.68,2.03,0.61,1.62,2.45,1.42,2.44,406
2,11.61,2.06,2.42,18.0,96,2.9,2.92,0.32,1.35,2.6,1.0,3.17,438
3,12.88,5.51,2.48,22.0,89,1.7,0.61,0.52,1.55,7.1,0.7,2.47,480
3,13.16,4.36,2.26,20.0,120,1.65,0.69,0.53,1.46,10.68,0.57,1.6,840
3,12.88,5.19,2.54,22.0,89,1.65,0.47,0.52,1.15,5.0,0.89,1.56,580
3,12.58,3.26,2.35,21.0,97,1.38,0.83,0.5,0.83,5.5,0.75,1.58,515
1,13.73,1.53,2.7,19.5,110,2.95,2.74,0.29,1.86,4.32,1.25,3.4,880
1,14.37,1.95,2.5,16.8,113,3.85,3.74,0.24,2.04,7.5,1.01,3.55,1680
3,12.87,3.12,2.4,20.0,92,1.48,0.7,0.4,0.86,4.9,0.74,1.58,750
1,13.51,1.81,2.61,20.0,115,2.35,2.53,0.29,1.54,3.52,1.09,2.3,845
3,12.84,2.96,2.4,24.0,104,1.48,0.75,0.53,0.97,7.7,0.54,1.62,660
2,11.84,1.09,2.28,16.0,151,2.98,2.26,0.17,1.95,2.85,1.06,3.44,937
3,13.36,4.12,2.26,21.0,102,1.41,0.47,0.43,0.8,4.9,0.77,1.58,750
2,12.34,0.99,2.12,18.5,80,2.53,2.5,0.26,1.04,4.68,1.17,3.13,510
1,14.37,1.95,2.72,20.0,120,2.8,2.65,0.39,1.98,5.24,1.07,2.65,735
2,13.49,1.51,2.42,23.0,87,1.38,1.36,0.52,1.63,4.8,0.88,2.42,488
3,12.87,2.31,2.2,21.0,103,1.3,0.47,0.53,0.64,9.899999,0.57,1.55,740
3,13.36,2.58,2.35,18.0,102,1.8,0.75,0.39,1.24,4.0,0.6,1.71,750
3,12.86,3.91,2.2,21.0,103,1.7,0.47,0.4,1.15,9.4,0.68,1.92,830
2,12.37,1.13,2.28,21.5,85,2.95,3.15,0.45,1.87,4.45,1.25,3.17,495
1,14.22,3.99,2.44,16.3,121,3.27,3.17,0.2,1.86,6.8,0.89,3.36,680
1,13.82,1.57,2.7,17.2,110,2.95,2.91,0.39,1.45,4.8,0.69,3.38,1195
3,12.88,5.65,2.54,21.5,86,1.38,0.47,0.47,0.8,3.85,0.75,1.27,625
3,13.4,2.81,2.38,20.0,89,1.93,0.83,0.44,1.46,9.3,0.56,1.56,660
3,12.25,3.88,2.38,18.5,88,1.62,0.76,0.63,0.94,7.1,0.64,1.73,880
2,12.33,0.99,2.02,16.8,85,2.53,2.5,0.29,1.66,4.6,1.28,3.13,312
2,11.56,1.99,2.3,20.0,96,2.9,3.15,0.17,1.87,6.0,0.98,3.39,510
3,13.52,3.59,2.36,18.5,102,1.59,1.22,0.24,1.11,5.4,0.57,1.29,530
2,12.08,2.16,2.36,22.8,84,1.95,1.84,0.48,1.35,2.45,1.27,2.75,500
2,12.33,2.45,1.82,16.8,80,2.45,2.17,0.24,2.35,3.4,0.8,2.96,710
2,12.08,2.16,2.16,21.0,85,2.23,2.0,0.34,1.44,2.76,1.27,3.17,378
2,12.6,1.36,2.4,22.5,90,2.74,2.92,0.26,2.49,2.6,1.19,2.96,312
2,12.64,1.36,2.3,24.5,101,2.74,2.99,0.4,2.49,2.8,1.07,3.1,438
3,14.34,3.17,2.48,20.0,80,1.62,0.61,0.58,1.55,8.66,0.6,1.64,372
3,12.85,2.59,2.48,23.0,112,1.15,1.36,0.34,1.14,9.4,0.74,1.42,550
2,12.16,1.61,2.16,21.0,88,1.1,1.02,0.5,1.63,1.95,1.05,1.82,625
2,13.67,1.51,2.21,18.8,99,3.5,3.1,0.19,1.87,6.0,0.86,2.87,392
3,12.87,4.12,2.2,21.0,102,1.39,0.47,0.43,0.88,5.7,0.77,1.58,680
2,12.08,1.51,2.67,25.0,70,2.46,1.64,0.4,1.34,3.0,1.36,3.21,562
2,13.34,1.51,2.1,21.5,86,2.5,2.86,0.34,1.48,2.57,1.16,2.96,590
1,12.93,2.05,3.22,15.5,115,2.63,2.68,0.34,1.98,3.93,1.16,3.4,830
1,13.86,1.75,2.21,16.8,94,2.65,2.33,0.29,1.98,3.95,1.05,2.75,1290
2,12.0,2.89,2.23,18.0,81,2.85,2.99,0.37,2.81,2.3,1.15,2.83,510
1,12.85,3.8,2.12,18.8,90,2.45,2.37,0.27,1.77,3.93,0.73,3.0,680
1,13.56,1.71,2.31,16.2,127,3.15,3.29,0.28,2.14,6.38,0.95,3.53,795
2,12.77,0.98,1.92,19.0,97,2.2,2.13,0.32,1.4,3.9,1.38,3.12,600
1,13.9,2.16,2.3,16.0,105,2.88,3.06,0.21,1.85,5.04,0.86,3.33,760
3,12.7,3.12,2.61,24.0,106,1.79,0.6,0.53,0.81,3.85,0.87,1.82,570
2,12.07,4.3,2.0,20.8,87,2.62,2.65,0.39,2.91,2.76,0.75,3.1,312
1,13.5,1.81,2.46,20.5,100,2.65,2.88,0.22,1.86,3.84,1.11,3.47,990
2,12.52,1.73,1.98,16.0,88,2.5,2.27,0.29,1.99,2.57,1.02,3.1,278
2,12.25,1.19,2.26,16.0,101,2.56,2.65,0.55,1.77,3.4,1.25,2.87,495
2,12.51,1.73,1.7,15.0,80,1.65,1.84,0.26,0.83,3.74,1.02,2.12,562
3,13.08,3.59,2.6,24.0,106,2.32,0.47,0.43,1.15,8.5,0.78,1.75,695
3,13.52,2.46,2.69,24.5,123,1.55,1.28,0.22,1.25,9.7,0.57,1.33,840
2,12.7,1.81,2.73,21.5,98,1.75,1.69,0.45,1.56,3.3,1.25,2.01,488
1,13.68,1.86,2.7,17.2,101,3.0,2.91,0.29,1.45,7.3,1.28,2.71,1310
2,12.29,1.41,2.29,21.5,84,1.89,1.75,0.45,1.56,1.74,1.25,3.33,406
2,11.61,1.67,2.62,30.0,88,2.2,2.53,0.4,2.08,2.08,1.36,2.51,680
2,11.41,1.51,2.2,19.0,162,2.46,2.27,0.32,3.28,3.25,1.1,3.02,750
2,13.05,5.8,2.12,24.0,88,2.1,2.24,0.21,2.35,4.6,0.84,3.52,410
2,12.72,0.98,2.23,18.0,162,2.2,2.21,0.14,2.29,3.3,1.38,3.14,985
1,13.72,1.43,2.5,16.7,93,2.45,2.61,0.42,1.97,5.6,1.02,2.31,1065
1,14.02,1.48,2.12,16.0,90,2.45,2.99,0.26,1.48,5.85,1.15,2.69,1045
2,12.67,1.53,2.3,23.0,88,1.38,1.36,0.58,1.62,2.94,0.96,2.42,406
3,12.7,4.6,2.54,18.5,92,1.83,0.47,0.61,0.8,5.88,0.91,2.11,550
3,12.6,4.95,2.48,18.5,92,2.3,0.8,0.61,1.04,7.65,0.56,1.51,520
2,12.29,1.41,1.7,17.5,86,2.02,1.6,0.14,1.35,4.6,1.28,2.31,562
3,13.11,5.04,2.32,22.0,93,1.74,0.63,0.52,1.25,5.45,0.6,1.55,725
2,12.34,0.99,1.92,16.0,136,2.53,2.5,0.35,1.77,2.9,1.23,2.82,750
2,11.87,1.39,1.7,15.0,151,2.55,2.65,0.24,2.35,3.05,1.06,3.18,718
2,12.04,4.3,2.56,21.6,98,2.62,2.65,0.39,2.91,2.65,0.75,3.1,680
1,14.02,1.68,2.32,16.3,117,2.95,3.29,0.24,1.85,5.65,1.25,2.9,1510
1,13.58,1.66,2.41,20.5,127,2.6,2.88,0.28,2.45,6.25,1.07,4.0,1060
1,12.93,3.8,2.12,15.5,90,2.72,3.03,0.34,2.03,5.1,0.73,2.84,760
2,12.29,2.83,2.32,23.0,88,2.0,1.64,0.34,1.46,2.8,0.96,2.57,352
2,12.25,1.19,2.29,21.5,86,2.74,3.15,0.39,1.65,6.0,0.93,3.26,495
3,12.79,2.81,2.7,27.0,116,1.55,1.57,0.34,1.26,8.6,0.59,1.33,685
2,12.34,0.99,2.28,16.0,101,2.2,1.09,0.55,0.62,1.95,1.25,1.67,520
3,12.81,3.24,2.3,19.5,96,1.7,0.66,0.52,0.86,5.7,0.96,1.58,580
2,12.37,1.21,1.7,15.0,85,2.1,0.57,0.28,0.42,1.95,1.06,1.82,870
2,12.37,1.21,2.0,16.0,100,1.85,1.85,0.35,1.46,4.6,1.18,2.31,428
1,12.93,2.05,2.4,20.5,101,3.0,3.25,0.2,2.81,5.75,1.25,2.83,1265
1,13.74,1.73,2.41,16.4,111,3.4,3.29,0.29,1.86,7.05,1.01,2.75,1450
2,12.37,1.13,1.7,17.5,94,2.1,1.79,0.28,0.73,3.27,1.17,2.23,562
1,13.56,1.73,2.65,20.0,96,2.45,2.69,0.29,2.08,3.52,1.09,2.51,1015
2,13.34,0.94,2.2,21.0,86,2.53,1.3,0.26,1.56,2.57,1.23,2.77,392
2,12.37,1.21,1.94,18.5,78,2.36,2.65,0.39,1.48,3.4,0.86,3.17,510
2,12.34,2.45,2.51,21.0,98,2.56,2.25,0.26,1.22,3.25,0.8,3.2,678
2,11.41,2.4,2.73,26.5,92,2.2,2.53,0.4,1.97,3.0,1.27,2.51,520
2,12.37,1.63,2.3,23.0,88,1.78,1.69,0.45,1.44,1.95,1.45,3.33,315
3,13.49,3.17,2.62,24.0,123,1.7,1.28,0.21,1.25,8.42,0.48,1.29,840
1,13.83,1.35,2.5,16.8,108,3.88,3.74,0.24,2.04,6.75,0.86,2.87,1285
3,12.36,2.76,2.64,27.0,88,1.9,0.84,0.52,0.84,4.92,0.82,1.75,515
2,11.81,2.13,2.22,18.0,98,2.23,2.45,0.26,1.4,2.4,0.97,3.48,510
2,12.7,1.75,3.23,28.5,139,3.18,2.03,0.21,2.76,3.38,1.31,3.4,985
2,11.96,2.12,2.2,18.0,103,2.23,2.45,0.37,1.4,3.25,0.97,3.17,438
2,12.99,1.01,2.32,24.5,88,3.52,2.89,0.21,1.87,3.38,0.89,3.13,410
3,13.58,3.91,2.19,20.0,89,1.68,0.55,0.47,0.88,5.7,0.91,1.75,580
2,11.41,2.4,2.21,18.0,98,1.61,1.57,0.66,1.05,2.4,1.27,2.12,500
1,14.06,1.63,2.12,15.6,101,3.1,3.15,0.24,2.34,6.1,0.94,3.33,1120
2,12.37,1.07,2.46,18.1,99,3.52,3.1,0.13,1.87,4.45,1.19,3.17,660
1,14.1,4.04,2.44,18.9,102,3.1,3.24,0.25,1.86,5.75,0.82,3.33,845
1,13.63,1.66,2.7,22.5,96,2.2,2.43,0.28,1.44,3.52,1.09,3.37,915
1,14.38,1.87,2.45,12.0,102,3.3,3.69,0.29,2.96,7.8,1.25,3.0,1547
3,12.87,2.67,2.48,23.0,112,1.15,0.78,0.43,0.83,5.5,0.77,2.05,695
1,13.87,1.75,2.12,16.5,90,2.65,2.51,0.29,1.98,4.7,1.04,3.1,1285
2,12.16,1.61,2.24,20.4,88,2.2,2.13,0.22,2.35,1.95,0.94,3.14,345
3,13.88,4.61,2.23,20.0,91,1.68,0.47,0.48,0.68,5.7,0.96,1.27,580
2,12.08,2.12,2.5,21.0,104,2.23,2.17,0.26,1.76,2.8,1.27,3.14,520
1,13.94,1.68,2.12,18.9,101,2.61,2.33,0.32,1.92,3.95,1.04,2.85,1105
2,12.69,3.43,2.26,22.5,108,1.78,1.69,0.48,1.63,3.9,0.96,2.77,406
2,11.82,2.89,2.42,22.8,84,1.92,1.69,0.43,1.44,2.9,0.86,2.26,607
1,12.85,1.73,2.04,15.5,98,2.4,2.64,0.34,1.37,4.5,1.02,2.96,1295
1,13.63,3.1,2.56,13.2,116,2.7,3.27,0.17,2.08,6.2,0.96,3.45,680
3,12.51,1.68,2.32,18.5,94,1.51,0.49,0.63,0.64,9.899999,0.57,1.51,640
2,12.37,1.17,2.36,24.5,101,2.42,2.29,0.4,1.9,3.0,1.07,2.78,345
1,14.1,1.48,2.27,16.0,108,2.95,3.15,0.22,2.08,8.9,1.12,2.88,1045
3,13.16,2.51,2.37,20.0,106,1.59,0.7,0.39,0.86,5.7,0.7,2.47,750
1,14.21,2.15,2.61,17.6,113,2.8,2.65,0.4,1.92,5.4,1.07,3.2,1270
2,12.42,1.61,2.23,19.0,88,2.2,2.13,0.25,2.01,2.4,1.04,3.48,380
2,11.87,1.39,2.5,22.5,78,2.0,1.59,0.34,1.38,3.25,0.79,2.57,562
3,13.27,3.26,2.38,20.0,92,1.93,0.76,0.45,1.25,8.42,0.56,1.71,650
1,13.56,1.73,2.65,16.1,94,2.85,2.98,0.31,1.66,4.5,0.92,3.35,1195
1,13.2,2.36,2.67,18.6,101,3.0,3.32,0.3,2.81,5.4,0.88,3.35,760
2,11.03,2.4,2.58,21.6,98,1.95,1.69,0.43,1.46,2.8,0.97,2.26,680
2,12.42,2.55,2.92,28.5,102,2.13,2.03,0.4,1.4,3.0,1.23,3.52,630
2,11.87,1.13,2.28,16.0,151,2.56,2.65,0.14,2.29,2.85,1.18,2.82,937
2,12.37,1.21,2.1,18.5,88,3.5,3.75,0.13,1.95,3.94,0.99,3.13,886
2,11.03,3.74,2.5,21.0,104,2.83,2.55,0.32,3.58,3.25,0.75,3.39,520
2,12.43,1.52,2.38,22.5,85,2.42,1.64,0.43,1.56,2.6,0.93,2.57,365
1,14.83,1.73,2.39,11.4,91,3.3,3.69,0.29,2.81,6.75,1.25,3.0,1547
1,13.74,1.67,2.41,16.0,117,3.3,3.17,0.32,1.97,6.75,1.09,2.75,1515
3,13.71,4.1,2.38,20.0,89,1.68,0.76,0.48,1.41,7.3,0.55,1.64,470
1,13.75,1.5,2.5,16.8,94,2.45,2.68,0.32,1.98,4.2,1.12,2.82,1290
1,14.3,1.92,2.5,16.7,113,3.0,3.0,0.34,2.08,4.5,1.11,2.75,1045
2,12.34,1.1,2.67,24.0,88,3.52,2.89,0.4,1.95,2.08,1.36,3.4,678
2,11.81,1.72,1.98,19.0,88,2.5,2.27,0.3,1.43,3.3,0.94,3.19,495
2,12.34,0.99,2.28,21.5,85,1.9,1.75,0.45,1.56,1.95,1.25,3.05,495
2,12.37,1.63,2.32,24.5,101,1.88,1.75,0.4,1.4,2.2,1.33,2.72,428
2,12.21,1.19,2.92,20.0,134,2.56,5.08,0.14,2.29,2.3,0.96,2.78,750
3,12.88,2.96,2.61,24.0,101,2.32,0.6,0.53,0.96,5.88,0.87,2.15,590
3,12.2,3.03,2.32,19.0,96,1.25,0.49,0.4,0.75,5.5,0.66,1.83,515
2,13.05,1.67,1.92,16.0,86,2.5,2.17,0.27,1.99,2.57,1.05,3.18,714
1,14.2,2.15,2.61,17.6,113,3.85,3.49,0.34,2.04,7.5,0.86,3.38,1680
1,14.2,1.76,2.48,18.9,112,2.8,3.19,0.34,1.72,6.6,0.94,3.69,1195
3,12.93,2.81,2.48,21.5,98,1.48,1.09,0.5,0.84,5.7,0.75,2.05,660
1,14.83,1.73,2.39,11.4,112,3.1,3.39,0.43,2.96,6.6,1.25,2.73,1515
1,14.3,1.71,2.3,14.6,118,2.8,2.94,0.21,1.85,7.3,1.12,3.47,1045
3,12.88,3.45,2.35,22.0,120,1.7,0.68,0.5,1.46,9.3,0.61,1.62,835
2,12.42,4.43,2.16,19.0,88,2.62,2.65,0.39,2.81,2.15,0.73,3.0,278
2,11.84,2.89,2.3,18.5,112,1.72,1.32,0.43,0.95,2.65,0.96,2.23,500
2,12.08,0.92,2.12,16.0,97,2.42,2.65,0.55,1.35,2.85,1.25,2.5,407
3,12.85,4.28,2.38,24.0,93,1.7,0.83,0.52,1.04,7.7,0.64,1.73,560
1,14.75,1.64,2.39,11.4,106,3.3,3.64,0.29,2.96,7.5,1.25,2.73,1150
2,12.37,1.17,2.32,24.5,88,2.42,2.01,0.43,1.03,2.08,1.07,2.31,450
2,11.45,0.74,2.31,17.0,97,2.48,2.5,0.63,1.9,3.05,1.1,2.5,407
1,12.85,1.6,2.84,21.0,98,2.45,2.37,0.37,1.9,4.5,1.12,2.87,880
3,12.6,2.67,2.64,25.5,88,1.9,0.6,0.52,1.55,7.1,0.61,1.63,520
2,11.66,1.67,2.7,30.0,102,3.3,2.58,0.4,1.87,2.08,1.31,3.4,520
2,11.84,2.89,1.98,19.0,97,1.72,1.32,0.34,1.03,2.9,0.86,2.23,438
1,13.68,1.83,2.7,17.2,110,3.0,2.74,0.31,1.68,5.24,1.25,2.88,915
3,13.36,3.55,2.28,21.0,102,1.41,0.75,0.4,1.03,9.4,0.57,1.56,550
2,11.96,2.12,2.42,18.5,81,2.6,2.65,0.39,1.35,2.6,0.86,3.38,580
3,13.23,2.59,2.35,18.0,106,1.65,0.7,0.39,0.94,5.28,0.7,1.56,750
1,13.94,4.04,2.51,15.2,116,3.88,3.49,0.2,2.04,6.8,0.89,3.36,1095
3,13.49,4.12,2.38,20.0,89,2.0,0.92,0.47,1.56,9.01,0.57,1.62,660
2,12.37,1.63,2.3,24.5,101,2.22,2.17,0.43,1.46,2.7,1.07,2.87,450
2,12.7,3.43,1.92,19.0,87,1.63,1.25,0.43,1.64,3.3,0.96,2.77,463
2,13.86,1.51,2.5,19.0,104,2.95,1.3,0.3,1.03,3.74,1.11,2.46,392
1,14.2,2.16,2.61,18.6,120,3.0,3.24,0.34,2.45,6.6,1.07,3.58,1450
1,14.2,1.59,2.48,18.0,95,3.0,3.0,0.29,1.86,5.1,0.88,3.22,1060
3,13.4,3.57,2.15,20.0,102,1.8,0.48,0.4,1.4,7.6,0.56,1.62,830
1,14.21,2.02,2.4,18.0,102,2.85,3.14,0.32,2.38,6.0,1.02,2.85,1065
2,12.42,2.55,2.26,21.5,84,2.0,1.75,0.34,1.56,1.95,0.93,3.33,378
2,12.08,1.13,1.94,18.0,86,1.85,1.84,0.27,1.35,2.85,1.28,2.44,428
2,12.0,1.13,2.42,23.6,70,2.2,1.75,0.58,1.62,3.6,1.02,3.21,407
3,13.71,2.58,2.54,20.0,105,1.38,0.56,0.53,0.64,3.85,0.81,1.82,750
2,11.65,1.35,2.42,18.0,162,2.56,2.65,0.14,2.35,3.05,0.96,2.78,937
2,12.69,1.75,2.3,24.5,88,2.22,2.17,0.27,1.46,3.9,0.89,3.14,278
3,12.87,2.56,2.7,21.0,116,1.54,1.57,0.26,1.14,5.58,0.74,1.96,714
2,12.72,1.81,2.3,22.5,85,2.0,1.75,0.43,1.56,3.9,1.23,2.01,590
3,12.36,2.39,2.4,18.5,88,1.62,0.61,0.6,1.25,10.8,0.57,1.63,520
1,14.1,1.59,2.21,18.0,96,2.2,2.43,0.27,1.37,5.25,1.08,3.14,1105
3,13.48,3.55,2.54,21.5,111,1.38,0.96,0.29,1.25,8.6,0.59,1.56,560
2,12.64,1.34,2.17,21.5,86,2.5,2.01,0.34,1.56,2.57,1.16,2.96,278
1,13.24,1.97,2.68,16.8,115,3.0,2.92,0.31,1.46,4.8,1.0,2.84,1065
2,13.49,1.51,2.21,18.8,87,2.5,2.86,0.26,1.48,2.57,1.12,3.59,530
2,12.08,2.89,2.56,21.0,104,2.56,2.25,0.34,1.22,2.5,0.96,3.0,680
3,13.45,2.67,2.15,19.5,96,1.59,0.48,0.5,1.4,7.6,0.62,1.6,740
3,13.32,1.35,2.64,21.0,98,2.6,1.1,0.5,2.29,10.52,0.57,1.62,675
2,12.99,3.86,2.31,23.0,101,2.83,3.03,0.43,2.01,6.0,0.82,3.39,463
3,13.69,3.45,2.72,23.5,105,1.55,0.52,0.43,0.88,4.6,0.89,2.31,570
2,12.22,1.73,2.0,20.5,88,1.1,1.02,0.32,1.53,1.95,1.08,2.42,625
1,13.64,1.66,2.7,22.5,115,2.86,2.69,0.3,1.97,5.4,1.19,2.88,1375
2,12.64,1.36,1.99,14.8,85,2.55,2.65,0.29,1.04,3.74,1.23,2.82,428
3,12.88,3.37,2.36,22.0,113,1.7,0.68,0.5,0.97,7.7,0.64,1.74,740
2,12.43,1.52,2.28,16.0,110,1.38,1.36,0.58,0.95,2.6,0.906,2.12,450
3,12.96,2.76,2.7,21.0,116,1.54,1.57,0.34,1.56,7.1,0.48,1.96,685
3,12.88,5.51,2.54,21.5,89,1.54,0.6,0.5,1.25,8.6,0.6,1.58,620
1,13.75,1.53,2.62,22.5,101,3.0,3.25,0.34,2.38,6.0,1.25,2.71,1265
2,12.34,0.99,2.17,19.0,162,2.53,2.04,0.32,2.76,3.4,0.95,3.19,937
1,14.19,4.04,2.51,13.2,128,2.6,2.51,0.3,1.28,5.25,0.92,3.1,1035
2,12.37,1.13,2.12,18.5,88,2.5,2.65,0.37,1.48,2.9,1.23,2.96,278
2,11.03,3.74,1.7,17.5,107,2.83,2.99,0.24,3.58,2.3,0.75,3.39,710
2,12.33,1.1,2.62,24.0,88,3.38,2.14,0.43,1.65,3.0,1.36,3.16,365
3,12.25,3.88,2.38,18.5,88,2.3,0.8,0.63,1.04,7.7,0.64,1.74,880
1,13.82,1.65,2.6,17.2,108,2.95,3.4,0.17,1.66,6.9,1.24,2.88,1310
1,14.39,1.95,2.5,16.8,113,3.0,2.65,0.3,1.92,5.4,1.09,2.75,1320
3,13.71,2.96,2.69,23.5,107,1.55,0.58,0.53,0.96,5.0,0.89,2.31,695
1,13.28,3.98,2.65,18.6,111,2.64,2.68,0.2,1.25,4.36,0.82,2.78,1080
2,13.49,1.25,2.78,21.5,103,2.74,2.86,0.26,2.28,2.57,1.25,3.16,380
2,11.45,3.74,2.28,18.0,98,2.86,3.15,0.17,3.58,2.8,0.75,3.64,510
2,12.33,1.1,1.88,19.5,78,3.52,2.89,0.13,1.65,3.4,1.04,3.18,710
1,13.68,1.83,2.7,17.2,110,2.95,2.91,0.3,1.46,6.3,1.19,3.0,1285
1,14.1,1.59,2.32,16.0,108,2.88,3.06,0.24,2.08,5.1,0.88,3.22,1120
1,13.64,3.1,2.87,21.0,124,2.6,2.88,0.47,1.97,4.2,1.04,2.93,735
2,11.84,3.43,2.32,22.8,78,2.0,1.59,0.34,1.38,3.25,0.79,2.26,510
1,13.68,1.43,2.5,16.7,108,3.4,3.56,0.2,2.18,5.43,1.25,2.87,1260
2,12.47,1.53,2.51,25.0,88,2.95,2.79,0.43,2.49,3.0,1.31,2.96,365
3,14.13,3.03,2.74,23.5,96,1.98,0.76,0.53,1.24,8.42,0.61,1.62,650
2,13.11,1.01,2.27,20.7,86,3.52,2.89,0.24,1.96,3.38,0.99,3.13,714
2,12.08,2.89,2.02,16.0,97,1.72,1.09,0.34,1.03,2.15,0.93,2.52,625
1,13.72,1.83,2.25,16.4,98,3.1,3.15,0.24,2.34,5.75,1.25,2.74,780
2,11.61,2.05,2.39,20.0,96,2.9,2.92,0.24,1.87,2.8,1.16,2.96,345
1,13.24,2.36,2.67,18.6,107,2.35,2.41,0.28,3.28,6.25,1.07,3.08,1270
2,12.37,1.21,2.5,24.0,88,2.95,2.92,0.43,1.95,3.0,1.36,3.13,495
2,12.77,0.98,2.13,19.0,88,1.9,1.84,0.45,2.08,3.05,1.25,2.01,630
1,14.23,1.71,2.3,15.2,126,2.8,3.06,0.22,2.29,5.64,0.92,3.53,795
1,13.2,1.97,3.22,15.5,102,2.6,2.68,0.34,1.25,4.6,1.13,2.84,915
3,14.16,3.83,2.74,24.5,98,1.98,0.5,0.56,1.15,8.5,0.78,1.8,580
2,13.67,0.94,2.38,18.0,162,2.2,2.21,0.14,2.29,4.6,1.09,3.48,985
2,13.05,1.67,2.19,18.8,86,2.2,2.53,0.26,1.77,4.6,1.02,3.48,714
1,14.39,1.87,2.45,12.0,102,3.3,3.69,0.32,2.96,7.5,1.25,3.0,1547
1,13.24,1.97,2.68,16.8,102,2.8,2.92,0.3,1.45,6.3,1.07,2.93,1280
3,12.77,3.37,2.36,18.5,113,1.7,0.69,0.27,0.94,7.1,0.78,2.05,630
1,14.3,1.71,2.3,16.0,118,3.25,3.0,0.27,2.03,6.38,0.94,3.36,885
3,12.85,3.37,2.58,22.0,101,2.32,0.6,0.43,0.81,4.92,0.89,2.11,550
3,13.32,3.83,2.48,23.0,92,1.68,0.61,0.61,1.25,8.42,0.61,1.48,740
2,11.84,1.13,2.3,22.0,84,2.74,3.15,0.24,1.95,4.5,1.16,2.87,290
3,12.85,4.12,2.2,21.0,103,1.7,0.34,0.4,0.8,5.7,0.72,1.58,830
2,12.99,0.9,2.32,18.0,162,2.53,2.65,0.32,1.77,2.6,1.38,2.96,630
1,14.06,4.04,2.44,16.5,113,3.4,3.17,0.25,1.97,7.5,0.82,3.36,845
2,11.82,0.92,2.46,21.0,101,2.48,2.01,0.26,1.46,3.25,0.96,3.14,345
2,11.79,2.13,2.4,20.0,98,2.23,2.45,0.37,1.98,3.25,1.27,3.02,450
